,Device,RN_JJ,Rs/JJ,I_AB,EJ,C_JJQP,EC,$\omega_p$,Q,beta,EJ/EC
unlbN9,unlbN9,46.5,3.9044834042697185,6.880865120406602,0.1640195746034132,4.198369251902923,0.22142518708073664,11.23138859581571,110.21403301045126,12147.13307242884,0.7407448843821366
unlbN1,unlbN1,95.4,5.0960317887788635,3.353880797682463,0.07994664799851903,2.670876199569635,0.34805982290995363,9.83103359273827,7.869573311998864,61.93018411292477,0.22969226189373193
unlbN8,unlbN8,1.25,2.1800154508260077,255.96818247912563,6.101528175246973,87.20061803304031,0.010660758123117687,15.03091637094118,82.35403636770609,6782.187306053457,572.335297807377
unlbN0,unlbN0,8.875,30.825018823028444,36.05185668720079,0.8593701655277425,173.66207787621659,0.005353066762792266,3.9972707817149504,309.67545133916605,95898.8851621162,160.53791286538672
